Va !	Ir !
Est-ce que tu veux aller faire les magasins demain ?	Você quer ir às compras amanhã?
Merci de votre aide.	Obrigado pela ajuda.
Avez-vous eu le premier train ?	Você já teve o primeiro trem?
Pourquoi as-tu commis une telle erreur ?	Por que você cometeu um erro de tal maneira?
J'ai pensé que vous compreniez.	Eu pensei que você entendesse.
Elle s'est presque noyée.	Ela estava quase se afogada.
Tom et Mary ont réservé une chambre avec deux lits, mais quand ils sont arrivés à l'hôtel, il n'y avait qu'un lit.	Tom e Mary reservou um quarto com duas camas, mas quando chegaram ao hotel, havia apenas uma cama.
Je me demandais si tu allais venir aujourd'hui.	Eu me perguntei se você estava chegando hoje.
Tom porte des tongs.	Tom usa flip flops.
« Y a-t-il un livre sur la chaise ? » « Oui, il y en a un. »	"""Existe um livro na cadeira? "" "" Sim há um. »"
Vous êtes charmant.	Você é encantadora.
Tom est maladroit.	Tom é desajeitado.
Pour autant que je sache, la rumeur est infondée.	Tanto quanto eu sei, o boato é infundado.
Pourquoi voulez-vous faire cela ?	Por que você quer fazer isso?
Elle le traduisit mot à mot.	Ela traduziu a palavra para a palavra.
Je veux seulement le meilleur pour toi.	Eu só quero o melhor para você.
Laissez-nous faire notre boulot !	Vamos fazer o nosso trabalho!
Pourquoi ne demandes-tu pas simplement de l'argent à tes parents ?	Por que você simplesmente pedir dinheiro para seus pais?
Alors que suggérez-vous ?	então o que você sugere?
Nous assemblâmes tout l'équipement.	Nós montamos todo o equipamento.
Je suis heureuse d'avoir un ami comme toi à qui me confier.	Fico feliz em ter um amigo como você para me confiar.
J’espère que tu as apprécié le long weekend.	Espero que você tenha gostado do longo fim de semana.
Pourquoi n'y vas-tu pas seule ?	Por que você não está sozinho?
Quelle sorte de gâteau est-ce ?	Que tipo de bolo é isso?
Je comprends enfin ce que tu dis.	Eu finalmente entendo o que você diz.
Tu dois t'asseoir et te reposer.	Você deve se sentar e descansar.
Tu as peu à gagner et beaucoup à perdre.	Você tem pouco a ganhar e muito a perder.
Aujourd'hui est un bon jour pour mourir.	Hoje é um bom dia para morrer.
Prenez rendez-vous.	Marque uma consulta.
Quel panorama fabuleux !	Que panorama fabuloso!
Les hommes ne sont pas en ce monde pour devenir riches, mais pour devenir heureux.	Os homens não estão neste mundo para se tornar rico, mas para se tornar feliz.
Je dois courir.	Tenho que correr.
Je n'aime pas être en avance.	Eu não gosto de estar com antecedência.
Tu ne devrais pas écrire dans les livres de la bibliothèque.	Você não deve escrever nos livros da biblioteca.
Je n'étais pas trop fatiguée.	Eu não estava muito cansado.
Ça va casser.	Vai quebrar.
Vous devriez être fier de vous.	Você deveria se orgulhar de você.
Je dois toujours réparer ça.	Eu sempre tenho que reparar isso.
Je vous ai appelés.	Eu chamei você.
Je n'arrive pas à croire qu'il ait renoncé à sa nationalité étasunienne !	Eu não posso acreditar que ele renunciou a sua nacionalidade dos EUA!
Ils se sont mariés.	Eles se casaram.
Le nom du père de Tom est John.	O nome do pai de Tom é John.
Moi non plus, je n'ai rien compris.	Eu também não entendo nada.
Je dois vous parler en tête à tête.	Eu tenho que falar com você em mente.
Pourquoi ne m'as-tu pas appelée hier soir ?	Por que você não me ligou ontem à noite?
Puis-je t'offrir un verre ?	Posso te oferecer uma bebida?
Oubliez que j'ai dit cela.	Esqueça que eu disse isso.
Ce n'est pas qu'une théorie.	Não é apenas uma teoria.
Je suis un peu pris par le temps, cette semaine.	Estou um pouco tomada pelo tempo, esta semana.
Penses-tu que je veuille faire ça ?	Você acha que eu quero fazer isso?
L'accident a eu lieu près de ce croisement.	O acidente ocorreu perto desta passagem.
Elles sont cinq en tout.	Eles são cinco em todos.
Je me sens en sécurité, avec toi.	Eu me sinto segura, com você.
L'événement sera diffusé en direct sur Internet.	O evento será transmitido ao vivo na internet.
J'ai pleuré toute la nuit.	Eu chorei a noite toda.
Suivez cette voiture.	Siga este carro.
Vous êtes-vous jamais teint les cheveux ?	Você já estava morrendo no cabelo?
Je n'aimais pas le vin, mais maintenant j'aime beaucoup.	Eu não gosto de vinho, mas agora eu gosto muito.
Ils vivent près de la plage.	Eles moram perto da praia.
Je ne suis pas plus artiste que toi.	Eu não sou mais artista do que você.
Où veux-tu que nous allions ?	Onde você quer nós?
Nous avons toutes pleuré.	Nós todos choramos.
Je dispose d'assez d'argent pour l'acquérir.	Eu tenho dinheiro suficiente para adquiri-lo.
Qu'est-ce que nous sommes en train d'attendre ?	O que estamos esperando?
Nous ne pouvons nous contenter d'ignorer ce problème.	Nós não podemos contir ignorar este problema.
Je suis un citoyen américain.	Eu sou um cidadão dos EUA.
Tout le monde savait que Tom mentait.	Todo mundo sabia que Tom estava mentindo.
J'ai fini de manger.	Eu terminei de comer.
Il doit venir ici à six heures.	Ele deve vir aqui às seis horas.
Je ne peux pas bouger les jambes.	Eu não posso mover as pernas.
Tu dois être amical avec tes voisins.	Você deve ser amigável com seus vizinhos.
Je veux partir à la retraite.	Eu quero voltar.
Tout à coup, un chien se mit à aboyer.	De repente, um cachorro começou a latir.
Savez-vous siffler ?	Você sabe como assobiar?
Tom est parti sans même dire au revoir.	Tom saiu sem sequer dizer adeus.
Lui et moi sommes professeurs.	Ele e eu somos professores.
Ils s'en vont.	Eles vão embora.
Elle lui demanda comment mettre la machine en marche.	Ela perguntou a ela como colocar a máquina.
Il faut que vous étudiiez plus assidûment.	Você tem que estudar mais assiduamente.
L'amitié est plus précieuse que tout.	A amizade é mais preciosa do que qualquer coisa.
Je ne veux pas que tu traînes avec Tom.	Eu não quero que você saia com Tom.
Qui joue au golf ?	Quem joga golfe?
Sans vous, je ne suis rien.	Sem você, eu não sou nada.
Je dois reconnaître que ma théorie ne rend pas compte de ce fait.	Eu devo reconhecer que minha teoria não percebe esse fato.
Je n'ai pas envie de boire de vodka.	Eu não quero beber vodka.
Je ne suis pas heureuse de la situation.	Eu não estou feliz com a situação.
Je pense qu'ils mentent.	Eu acho que eles mentem.
J'ai toujours aimé tes cheveux ainsi mis.	Eu sempre amei seu cabelo assim.
On sait comment ça va finir.	Sabemos como terminará.
As-tu d'autres questions ?	Você tem outras perguntas?
Il regarda le ciel.	Ele olhou para o céu.
Tom a perdu espoir.	Tom perdeu a esperança.
C'est ce que je voulais dire.	Isso é o que eu estava tentando dizer.
Si j'avais assez d'argent, je pourrais acheter cette caméra.	Se eu tivesse dinheiro suficiente, eu poderia comprar esta câmera.
Quand commencerez-vous ?	Quando você vai começar?
Je suis surpris que Tom ne m'ait jamais parlé de vous.	Estou surpreso que Tom nunca me contou sobre você.
Je ne suis pas sûr d'aimer ça.	Eu não tenho certeza se amo isso.
Vous ne m'avez toujours pas dit quel est votre numéro de téléphone.	Você ainda não disse qual é o seu número de telefone.
Je m'attends à ce que tu me dises la vérité.	Eu espero que você me diga a verdade.
Il était impatient de retourner à l'école en septembre.	Ele estava ansioso para voltar para a escola em setembro.
Voulez-vous vraiment que je vous aide ?	Você realmente quer que eu te ajude?
Tout a été payé.	Tudo foi pago.
Je prévois de l'emporter.	Eu pretendo ganhar.
Il ne parvient pas à contrôler ses désirs.	Ele não pode controlar seus desejos.
Je suis dépourvu d'adversaires.	Eu sou desprovido de adversários.
Y a-t-il quelque chose de particulier que vous vouliez regarder ?	Existe alguma coisa que você queria assistir?
Tom est fort, mais Marie est plus forte.	Tom é forte, mas Marie é mais forte.
Je peux résister à tout, sauf à la tentation.	Eu posso resistir a qualquer coisa, mas a tentação.
Il n'y a pas de quoi avoir peur.	Não há nada para ter medo.
Je savais que ça se produirait.	Eu sabia que isso aconteceria.
Personne ne peut y mettre un terme.	Ninguém pode pôr fim a isso.
Je n'ai jamais pensé que j'en voudrais davantage.	Eu nunca pensei que teria mais.
Voudriez-vous quitter la pièce ?	Você gostaria de sair do quarto?
J'ai faim, je vais chercher à manger.	Estou com fome, vou tentar comer.
Devrais-je venir ?	Eu deveria vir?
Combien de temps avons-nous ?	Quanto tempo temos?
Tom a déjà fini le travail.	Tom já terminou o trabalho.
Marie a ondulé ses cheveux avec un fer à friser.	Maria acenou com o cabelo com um ferro de ondulação.
Je me fais une règle de ne jamais demander à une femme quel âge elle a.	Eu faço uma regra de nunca pedir uma mulher quantos anos ela tem.
Ce n'est pas le problème de Tom.	Este não é problema de Tom.
Je suis désolé de t'avoir dérangé.	Me desculpe por incomodar voce.
Je sais que c'est une expérience.	Eu sei que é uma experiência.
Ne nous quitte pas !	Não nos deixe !
Sais-tu conduire ?	Você sabe como dirigir?
Je n'en ai pas fini avec vous.	Eu não terminei com você.
Pourquoi m'as-tu fait ça ?	Porque você fez isso?
J'ai été choqué par le prix.	Fiquei chocado com o preço.
Je vais dormir.	Eu vou dormir.
Pour le moment, ma sœur est vendeuse dans un supermarché.	No momento, minha irmã é uma vendedora em um supermercado.
Ça m'a coûté mille yens pour faire réparer mon vélo.	Isso me custou mil ienes para consertar minha moto.
Hollywood n'est plus ce qu'il était.	Hollywood não é mais o que ele era.
Dites-moi où vous avez trouvé ceci.	Diga-me onde você achou isso.
Vous avez eu une semaine pour faire ceci.	Você teve uma semana para fazer isso.
Je suis arrivé à temps pour le train.	Eu cheguei a tempo para o trem.
Il est toujours en train de lire.	Ele está sempre lendo.
Personne ne savait à quel point Tom aimait Mary.	Ninguém sabia o quanto Tom ama Mary.
Il aurait dû ne pas être assez bête pour le faire.	Ele não deveria ter sido estúpido o suficiente para fazer isso.
Je parle mieux français qu'anglais.	Eu falo francês melhor que Englais.
Il sera de retour dans une seconde.	Ele estará de volta em um segundo.
Ils prendront soin de toi.	Eles vão cuidar de você.
Je suis amoureuse de toi et je veux me marier avec toi.	Eu estou apaixonada por você e quero me casar com você.
Ne grimpe pas encore dans le train !	Não suba o trem ainda!
Elle portait, autour du cou, une écharpe rouge.	Ela usava, ao redor do pescoço, um lenço vermelho.
Il fut pris d'un accès de peur.	Ele foi tirado de um acesso de medo.
Je serais heureuse si ça se reproduisait.	Eu ficaria feliz se isso acontecesse novamente.
Vous n'êtes pas censé être là-dedans.	Você não deveria estar lá.
Pourriez-vous baisser le volume ?	Você poderia abaixar o volume?
La plupart des Étasuniens étaient d'accord avec le président Wilson.	A maioria dos afresunianos concordou com o presidente Wilson.
Ce fut une assez bonne mesure.	Foi uma boa medida.
C'est la niche que j'ai faite moi-même.	Este é o nicho que eu me fiz.
Ton chien m'aboie toujours dessus.	Seu cachorro ainda me encontra nele.
Je n'y vois pas votre nom.	Eu não vejo seu nome.
Il te faut des points de suture.	Você precisa de pontos.
L'été est terminé.	O verão acabou.
Tom a treize ans.	Tom é treze.
Quelle collection !	Qual coleção!
Hissez les voiles !	Esconda as velas!
Est-ce que le film était bien ?	O filme foi?
Verriez-vous un inconvénient à ce que je parte tôt ?	Você veria uma desvantagem para o que eu saio cedo?
Le livre que j'ai acheté la semaine dernière était vraiment intéressant.	O livro que comprei na semana passada foi realmente interessante.
Les feuilles tombaient sur le sol.	As folhas caíram no chão.
Le garçon se mit à pleurer.	O garoto começou a chorar.
J'étais très jalouse.	Eu estava muito ciumento.
C'est un peu étrange, selon moi.	É um pouco estranho, na minha opinião.
J'ai entendu cette histoire des dizaines de fois.	Eu ouvi esta história dezenas de vezes.
Il est médium.	É meio.
Je suis vraiment amoureux de toi.	Eu estou realmente apaixonada por você.
Qu'est-ce que l'amour ?	O que é o amor ?
Il a obtenu un prêt de la banque.	Ele tem um empréstimo bancário.
Qui a peint cela ?	Quem pintou isso?
Il lui téléphone chaque soir.	Ele telefona para ele todas as noites.
Elles sont tranquilles.	Eles são quietos.
Tom nous a posé plusieurs questions.	Tom nos perguntou várias perguntas.
Il est assis en tailleur.	Ele está sentado em um alfaiate.
Ils arrivèrent à l'hôtel.	Eles chegaram ao hotel.
Est-ce qu'il pleuvra demain?	Vai chover amanhã?
Asseyez-vous où vous voulez !	Sente-se onde você quer!
L'aile de l'oiseau était cassée.	A asa do pássaro estava quebrada.
Je veux toutes vous remercier pour du bon boulot.	Eu todos queremos agradecer a um bom trabalho.
Comment le trouve-t-on ?	Como encontramos isso?
Elle est maintenant à l'hôpital.	Ela está agora no hospital.
La plage est un endroit idéal pour les enfants pour s'amuser.	A praia é um lugar ideal para as crianças se divertirem.
Ce n'est rien.	Não é nada.
Nous nous connaissons depuis l'enfance.	Nos conhecemos desde a infância.
Vous y allez souvent ?	Você está indo frequentemente?
Nous devons être prudentes.	Precisamos ser cuidadosos.
Je regarde les informations tous les soirs.	Eu olho para a informação todas as noites.
Votre chambre est la première à gauche.	Seu quarto é a primeira esquerda.
Combien coûte cette excursion par personne ?	Quanto custa esta excursão?
Tout le monde a souri.	Todo mundo sorriu.
Nous n'avons pas encore appris à le faire.	Nós ainda não aprendemos.
Je n'ai pas envie de vivre toute seule.	Eu não quero morar sozinho.
Ma vie est ennuyeuse.	Minha vida é chata.
Je ne dis pas que vous n'êtes pas belles.	Eu não digo que você não é linda.
Le fabricant garantit la nouvelle machine pour cinq ans.	O fabricante garante a nova máquina por cinco anos.
Il y a une chose qui me tracasse.	Há uma coisa que me incomoda.
Vous m'avez abandonné.	Você me abandonou.
Je t'appellerai plus tard dans la journée.	Eu ligarei para você no final do dia.
Je viens de rentrer de voyage.	Acabei de voltar de viagem.
Quel est votre passe-temps ?	Qual é o seu hobby ?
Je ne voulais pas que vous soyez mêlé à ça.	Eu não queria que você fosse misturado com isso.
Voudrais-tu encore un peu de salade ?	Você gostaria de uma pequena salada?
Nous devons t'emmener à un hôpital.	Temos que levá-lo para um hospital.
Si tu ne manges pas, tu mourras.	Se você não comer, você vai morrer.
J'ai étudié pendant une heure.	Eu estudei por uma hora.
As-tu un pied-de-biche dans ta caisse à outils ?	Você tem um pé de doler na sua caixa de ferramentas?
